"digits","algorithm","n_neighbors","metric","sizes","digit","precision","recall","f1_score","support"
0,"brute",5,"manhattan",30,0,"     0.98","    0.98","     0.98",97
1,"brute",5,"manhattan",30,1,"     0.70","    0.99","     0.82",95
2,"brute",5,"manhattan",30,2,"     0.99","    0.89","     0.94",111
3,"brute",5,"manhattan",30,3,"     0.91","    0.95","     0.93",103
4,"brute",5,"manhattan",30,4,"     0.92","    0.86","     0.89",95
5,"brute",5,"manhattan",30,5,"     0.98","    0.91","     0.94",97
6,"brute",5,"manhattan",30,6,"     0.97","    0.94","     0.96",106
7,"brute",5,"manhattan",30,7,"     0.82","    0.87","     0.84",97
8,"brute",5,"manhattan",30,8,"     0.99","    0.86","     0.92",87
9,"brute",5,"manhattan",30,9,"     0.95","    0.85","     0.90",112
0,"auto",10,"manhattan",30,0,"     0.95","    0.98","     0.96",97
1,"auto",10,"manhattan",30,1,"     0.67","    0.99","     0.80",95
2,"auto",10,"manhattan",30,2,"     0.99","    0.84","     0.91",111
3,"auto",10,"manhattan",30,3,"     0.89","    0.94","     0.92",103
4,"auto",10,"manhattan",30,4,"     0.92","    0.86","     0.89",95
5,"auto",10,"manhattan",30,5,"     0.97","    0.90","     0.93",97
6,"auto",10,"manhattan",30,6,"     0.97","    0.92","     0.94",106
7,"auto",10,"manhattan",30,7,"     0.76","    0.88","     0.81",97
8,"auto",10,"manhattan",30,8,"     0.96","    0.82","     0.88",87
9,"auto",10,"manhattan",30,9,"     0.96","    0.79","     0.86",112
0,"ball_tree",10,"manhattan",30,0,"     0.95","    0.98","     0.96",97
1,"ball_tree",10,"manhattan",30,1,"     0.67","    0.99","     0.80",95
2,"ball_tree",10,"manhattan",30,2,"     0.99","    0.84","     0.91",111
3,"ball_tree",10,"manhattan",30,3,"     0.89","    0.94","     0.92",103
4,"ball_tree",10,"manhattan",30,4,"     0.92","    0.86","     0.89",95
5,"ball_tree",10,"manhattan",30,5,"     0.97","    0.90","     0.93",97
6,"ball_tree",10,"manhattan",30,6,"     0.97","    0.92","     0.94",106
7,"ball_tree",10,"manhattan",30,7,"     0.76","    0.88","     0.81",97
8,"ball_tree",10,"manhattan",30,8,"     0.96","    0.82","     0.88",87
9,"ball_tree",10,"manhattan",30,9,"     0.96","    0.79","     0.86",112
0,"kd_tree",10,"manhattan",30,0,"     0.95","    0.98","     0.96",97
1,"kd_tree",10,"manhattan",30,1,"     0.67","    0.99","     0.80",95
2,"kd_tree",10,"manhattan",30,2,"     0.99","    0.84","     0.91",111
3,"kd_tree",10,"manhattan",30,3,"     0.89","    0.94","     0.92",103
4,"kd_tree",10,"manhattan",30,4,"     0.92","    0.86","     0.89",95
5,"kd_tree",10,"manhattan",30,5,"     0.97","    0.90","     0.93",97
6,"kd_tree",10,"manhattan",30,6,"     0.97","    0.92","     0.94",106
7,"kd_tree",10,"manhattan",30,7,"     0.76","    0.88","     0.81",97
8,"kd_tree",10,"manhattan",30,8,"     0.96","    0.82","     0.88",87
9,"kd_tree",10,"manhattan",30,9,"     0.96","    0.79","     0.86",112
0,"brute",10,"manhattan",30,0,"     0.96","    0.98","     0.97",97
1,"brute",10,"manhattan",30,1,"     0.67","    0.99","     0.80",95
2,"brute",10,"manhattan",30,2,"     0.99","    0.84","     0.91",111
3,"brute",10,"manhattan",30,3,"     0.89","    0.94","     0.92",103
4,"brute",10,"manhattan",30,4,"     0.92","    0.85","     0.89",95
5,"brute",10,"manhattan",30,5,"     0.97","    0.90","     0.93",97
6,"brute",10,"manhattan",30,6,"     0.97","    0.92","     0.95",106
7,"brute",10,"manhattan",30,7,"     0.76","    0.88","     0.81",97
8,"brute",10,"manhattan",30,8,"     0.96","    0.80","     0.88",87
9,"brute",10,"manhattan",30,9,"     0.95","    0.79","     0.86",112
0,"auto",20,"manhattan",30,0,"     0.94","    0.98","     0.96",97
1,"auto",20,"manhattan",30,1,"     0.62","    0.99","     0.76",95
2,"auto",20,"manhattan",30,2,"     0.98","    0.78","     0.87",111
3,"auto",20,"manhattan",30,3,"     0.89","    0.92","     0.90",103
4,"auto",20,"manhattan",30,4,"     0.93","    0.80","     0.86",95
5,"auto",20,"manhattan",30,5,"     0.94","    0.91","     0.92",97
6,"auto",20,"manhattan",30,6,"     0.97","    0.91","     0.94",106
7,"auto",20,"manhattan",30,7,"     0.72","    0.85","     0.78",97
8,"auto",20,"manhattan",30,8,"     0.96","    0.79","     0.87",87
9,"auto",20,"manhattan",30,9,"     0.91","    0.74","     0.82",112
0,"ball_tree",20,"manhattan",30,0,"     0.94","    0.98","     0.96",97
1,"ball_tree",20,"manhattan",30,1,"     0.62","    0.99","     0.76",95
2,"ball_tree",20,"manhattan",30,2,"     0.98","    0.78","     0.87",111
3,"ball_tree",20,"manhattan",30,3,"     0.89","    0.93","     0.91",103
4,"ball_tree",20,"manhattan",30,4,"     0.93","    0.80","     0.86",95
5,"ball_tree",20,"manhattan",30,5,"     0.94","    0.91","     0.92",97
6,"ball_tree",20,"manhattan",30,6,"     0.97","    0.91","     0.94",106
7,"ball_tree",20,"manhattan",30,7,"     0.73","    0.85","     0.78",97
8,"ball_tree",20,"manhattan",30,8,"     0.96","    0.79","     0.87",87
9,"ball_tree",20,"manhattan",30,9,"     0.91","    0.74","     0.82",112
0,"kd_tree",20,"manhattan",30,0,"     0.94","    0.98","     0.96",97
1,"kd_tree",20,"manhattan",30,1,"     0.62","    0.99","     0.76",95
2,"kd_tree",20,"manhattan",30,2,"     0.98","    0.78","     0.87",111
3,"kd_tree",20,"manhattan",30,3,"     0.89","    0.92","     0.90",103
4,"kd_tree",20,"manhattan",30,4,"     0.93","    0.80","     0.86",95
5,"kd_tree",20,"manhattan",30,5,"     0.94","    0.91","     0.92",97
6,"kd_tree",20,"manhattan",30,6,"     0.97","    0.91","     0.94",106
7,"kd_tree",20,"manhattan",30,7,"     0.72","    0.85","     0.78",97
8,"kd_tree",20,"manhattan",30,8,"     0.96","    0.79","     0.87",87
9,"kd_tree",20,"manhattan",30,9,"     0.91","    0.74","     0.82",112
0,"brute",20,"manhattan",30,0,"     0.95","    0.98","     0.96",97
1,"brute",20,"manhattan",30,1,"     0.62","    0.99","     0.76",95
2,"brute",20,"manhattan",30,2,"     0.98","    0.78","     0.87",111
3,"brute",20,"manhattan",30,3,"     0.89","    0.92","     0.90",103
4,"brute",20,"manhattan",30,4,"     0.93","    0.80","     0.86",95
5,"brute",20,"manhattan",30,5,"     0.94","    0.91","     0.92",97
6,"brute",20,"manhattan",30,6,"     0.96","    0.91","     0.93",106
7,"brute",20,"manhattan",30,7,"     0.71","    0.85","     0.77",97
8,"brute",20,"manhattan",30,8,"     0.96","    0.78","     0.86",87
9,"brute",20,"manhattan",30,9,"     0.91","    0.72","     0.81",112
0,"auto",50,"manhattan",30,0,"     0.95","    0.97","     0.96",97
1,"auto",50,"manhattan",30,1,"     0.52","    0.96","     0.67",95
2,"auto",50,"manhattan",30,2,"     0.97","    0.70","     0.82",111
3,"auto",50,"manhattan",30,3,"     0.85","    0.90","     0.87",103
4,"auto",50,"manhattan",30,4,"     0.90","    0.78","     0.84",95
5,"auto",50,"manhattan",30,5,"     0.90","    0.86","     0.88",97
6,"auto",50,"manhattan",30,6,"     0.94","    0.88","     0.91",106
7,"auto",50,"manhattan",30,7,"     0.63","    0.77","     0.69",97
8,"auto",50,"manhattan",30,8,"     0.94","    0.71","     0.81",87
9,"auto",50,"manhattan",30,9,"     0.91","    0.62","     0.74",112
0,"ball_tree",50,"manhattan",30,0,"     0.95","    0.97","     0.96",97
1,"ball_tree",50,"manhattan",30,1,"     0.51","    0.96","     0.67",95
2,"ball_tree",50,"manhattan",30,2,"     0.97","    0.69","     0.81",111
3,"ball_tree",50,"manhattan",30,3,"     0.85","    0.90","     0.87",103
4,"ball_tree",50,"manhattan",30,4,"     0.90","    0.78","     0.84",95
5,"ball_tree",50,"manhattan",30,5,"     0.90","    0.86","     0.88",97
6,"ball_tree",50,"manhattan",30,6,"     0.94","    0.88","     0.91",106
7,"ball_tree",50,"manhattan",30,7,"     0.63","    0.77","     0.69",97
8,"ball_tree",50,"manhattan",30,8,"     0.94","    0.71","     0.81",87
9,"ball_tree",50,"manhattan",30,9,"     0.91","    0.62","     0.74",112
0,"kd_tree",50,"manhattan",30,0,"     0.95","    0.97","     0.96",97
1,"kd_tree",50,"manhattan",30,1,"     0.52","    0.96","     0.67",95
2,"kd_tree",50,"manhattan",30,2,"     0.97","    0.70","     0.82",111
3,"kd_tree",50,"manhattan",30,3,"     0.85","    0.90","     0.87",103
4,"kd_tree",50,"manhattan",30,4,"     0.90","    0.78","     0.84",95
5,"kd_tree",50,"manhattan",30,5,"     0.90","    0.86","     0.88",97
6,"kd_tree",50,"manhattan",30,6,"     0.94","    0.88","     0.91",106
7,"kd_tree",50,"manhattan",30,7,"     0.63","    0.77","     0.69",97
8,"kd_tree",50,"manhattan",30,8,"     0.94","    0.71","     0.81",87
9,"kd_tree",50,"manhattan",30,9,"     0.91","    0.62","     0.74",112
0,"brute",50,"manhattan",30,0,"     0.96","    0.97","     0.96",97
1,"brute",50,"manhattan",30,1,"     0.52","    0.96","     0.67",95
2,"brute",50,"manhattan",30,2,"     0.97","    0.70","     0.82",111
3,"brute",50,"manhattan",30,3,"     0.85","    0.90","     0.87",103
4,"brute",50,"manhattan",30,4,"     0.90","    0.78","     0.84",95
5,"brute",50,"manhattan",30,5,"     0.90","    0.86","     0.88",97
6,"brute",50,"manhattan",30,6,"     0.94","    0.88","     0.91",106
7,"brute",50,"manhattan",30,7,"     0.63","    0.77","     0.69",97
8,"brute",50,"manhattan",30,8,"     0.93","    0.71","     0.81",87
9,"brute",50,"manhattan",30,9,"     0.91","    0.63","     0.75",112
0,"auto",1,"chebyshev",40,0,"     0.00","    0.00","     0.00",97
1,"auto",1,"chebyshev",40,1,"     0.00","    0.00","     0.00",95
2,"auto",1,"chebyshev",40,2,"     0.10","    0.59","     0.16",111
3,"auto",1,"chebyshev",40,3,"     0.11","    0.08","     0.09",103
4,"auto",1,"chebyshev",40,4,"     0.05","    0.02","     0.03",95
5,"auto",1,"chebyshev",40,5,"     0.00","    0.00","     0.00",94
6,"auto",1,"chebyshev",40,6,"     0.00","    0.00","     0.00",109
7,"auto",1,"chebyshev",40,7,"     0.33","    0.07","     0.12",97
8,"auto",1,"chebyshev",40,8,"     0.00","    0.00","     0.00",86
9,"auto",1,"chebyshev",40,9,"     0.00","    0.00","     0.00",111
0,"ball_tree",1,"chebyshev",40,0,"     0.00","    0.00","     0.00",97
1,"ball_tree",1,"chebyshev",40,1,"     0.00","    0.00","     0.00",95
2,"ball_tree",1,"chebyshev",40,2,"     0.09","    0.57","     0.16",111
3,"ball_tree",1,"chebyshev",40,3,"     0.12","    0.09","     0.10",103
4,"ball_tree",1,"chebyshev",40,4,"     0.05","    0.02","     0.03",95
5,"ball_tree",1,"chebyshev",40,5,"     0.00","    0.00","     0.00",94
6,"ball_tree",1,"chebyshev",40,6,"     0.00","    0.00","     0.00",109
7,"ball_tree",1,"chebyshev",40,7,"     0.00","    0.00","     0.00",97
8,"ball_tree",1,"chebyshev",40,8,"     0.00","    0.00","     0.00",86
9,"ball_tree",1,"chebyshev",40,9,"     0.00","    0.00","     0.00",111
0,"kd_tree",1,"chebyshev",40,0,"     0.00","    0.00","     0.00",97
1,"kd_tree",1,"chebyshev",40,1,"     0.00","    0.00","     0.00",95
2,"kd_tree",1,"chebyshev",40,2,"     0.10","    0.59","     0.16",111
3,"kd_tree",1,"chebyshev",40,3,"     0.11","    0.08","     0.09",103
4,"kd_tree",1,"chebyshev",40,4,"     0.05","    0.02","     0.03",95
5,"kd_tree",1,"chebyshev",40,5,"     0.00","    0.00","     0.00",94
6,"kd_tree",1,"chebyshev",40,6,"     0.00","    0.00","     0.00",109
7,"kd_tree",1,"chebyshev",40,7,"     0.33","    0.07","     0.12",97
8,"kd_tree",1,"chebyshev",40,8,"     0.00","    0.00","     0.00",86
9,"kd_tree",1,"chebyshev",40,9,"     0.00","    0.00","     0.00",111
0,"brute",1,"chebyshev",40,0,"     0.00","    0.00","     0.00",97
1,"brute",1,"chebyshev",40,1,"     0.00","    0.00","     0.00",95
2,"brute",1,"chebyshev",40,2,"     0.00","    0.00","     0.00",111
3,"brute",1,"chebyshev",40,3,"     0.00","    0.00","     0.00",103
4,"brute",1,"chebyshev",40,4,"     0.00","    0.00","     0.00",95
5,"brute",1,"chebyshev",40,5,"     0.00","    0.00","     0.00",94
6,"brute",1,"chebyshev",40,6,"     0.00","    0.00","     0.00",109
7,"brute",1,"chebyshev",40,7,"     0.10","    1.00","     0.18",97
8,"brute",1,"chebyshev",40,8,"     0.00","    0.00","     0.00",86
9,"brute",1,"chebyshev",40,9,"     0.00","    0.00","     0.00",111
0,"auto",5,"chebyshev",40,0,"     0.00","    0.00","     0.00",97
1,"auto",5,"chebyshev",40,1,"     0.00","    0.00","     0.00",95
2,"auto",5,"chebyshev",40,2,"     0.35","    0.22","     0.27",111
3,"auto",5,"chebyshev",40,3,"     0.00","    0.00","     0.00",103
4,"auto",5,"chebyshev",40,4,"     0.05","    0.02","     0.03",95
5,"auto",5,"chebyshev",40,5,"     0.00","    0.00","     0.00",94
6,"auto",5,"chebyshev",40,6,"     0.00","    0.00","     0.00",109
7,"auto",5,"chebyshev",40,7,"     0.33","    0.07","     0.12",97
8,"auto",5,"chebyshev",40,8,"     0.00","    0.00","     0.00",86
9,"auto",5,"chebyshev",40,9,"     0.12","    0.71","     0.20",111
0,"ball_tree",5,"chebyshev",40,0,"     0.02","    0.01","     0.01",97
1,"ball_tree",5,"chebyshev",40,1,"     0.00","    0.00","     0.00",95
2,"ball_tree",5,"chebyshev",40,2,"     0.35","    0.22","     0.27",111
3,"ball_tree",5,"chebyshev",40,3,"     0.00","    0.00","     0.00",103
4,"ball_tree",5,"chebyshev",40,4,"     0.05","    0.02","     0.03",95
5,"ball_tree",5,"chebyshev",40,5,"     0.00","    0.00","     0.00",94
6,"ball_tree",5,"chebyshev",40,6,"     0.00","    0.00","     0.00",109
7,"ball_tree",5,"chebyshev",40,7,"     0.00","    0.00","     0.00",97
8,"ball_tree",5,"chebyshev",40,8,"     0.00","    0.00","     0.00",86
9,"ball_tree",5,"chebyshev",40,9,"     0.12","    0.71","     0.20",111
0,"kd_tree",5,"chebyshev",40,0,"     0.00","    0.00","     0.00",97
1,"kd_tree",5,"chebyshev",40,1,"     0.00","    0.00","     0.00",95
2,"kd_tree",5,"chebyshev",40,2,"     0.35","    0.22","     0.27",111
3,"kd_tree",5,"chebyshev",40,3,"     0.00","    0.00","     0.00",103
4,"kd_tree",5,"chebyshev",40,4,"     0.05","    0.02","     0.03",95
5,"kd_tree",5,"chebyshev",40,5,"     0.00","    0.00","     0.00",94
6,"kd_tree",5,"chebyshev",40,6,"     0.00","    0.00","     0.00",109
7,"kd_tree",5,"chebyshev",40,7,"     0.33","    0.07","     0.12",97
8,"kd_tree",5,"chebyshev",40,8,"     0.00","    0.00","     0.00",86
9,"kd_tree",5,"chebyshev",40,9,"     0.12","    0.71","     0.20",111
0,"brute",5,"chebyshev",40,0,"     0.00","    0.00","     0.00",97
1,"brute",5,"chebyshev",40,1,"     0.00","    0.00","     0.00",95
2,"brute",5,"chebyshev",40,2,"     0.00","    0.00","     0.00",111
3,"brute",5,"chebyshev",40,3,"     0.00","    0.00","     0.00",103
4,"brute",5,"chebyshev",40,4,"     0.00","    0.00","     0.00",95
5,"brute",5,"chebyshev",40,5,"     0.00","    0.00","     0.00",94
6,"brute",5,"chebyshev",40,6,"     0.00","    0.00","     0.00",109
7,"brute",5,"chebyshev",40,7,"     0.00","    0.00","     0.00",97
8,"brute",5,"chebyshev",40,8,"     0.00","    0.00","     0.00",86
9,"brute",5,"chebyshev",40,9,"     0.11","    1.00","     0.20",111
0,"auto",10,"chebyshev",40,0,"     0.00","    0.00","     0.00",97
1,"auto",10,"chebyshev",40,1,"     0.02","    0.01","     0.01",95
2,"auto",10,"chebyshev",40,2,"     0.29","    0.05","     0.09",111
3,"auto",10,"chebyshev",40,3,"     0.12","    0.08","     0.09",103
4,"auto",10,"chebyshev",40,4,"     0.10","    0.89","     0.18",95
5,"auto",10,"chebyshev",40,5,"     0.00","    0.00","     0.00",94
6,"auto",10,"chebyshev",40,6,"     0.00","    0.00","     0.00",109
7,"auto",10,"chebyshev",40,7,"     1.00","    0.01","     0.02",97
8,"auto",10,"chebyshev",40,8,"     0.00","    0.00","     0.00",86
9,"auto",10,"chebyshev",40,9,"     0.00","    0.00","     0.00",111
0,"ball_tree",10,"chebyshev",40,0,"     0.02","    0.01","     0.01",97
1,"ball_tree",10,"chebyshev",40,1,"     0.02","    0.01","     0.01",95
2,"ball_tree",10,"chebyshev",40,2,"     0.00","    0.00","     0.00",111
3,"ball_tree",10,"chebyshev",40,3,"     0.12","    0.08","     0.09",103
4,"ball_tree",10,"chebyshev",40,4,"     0.10","    0.89","     0.18",95
5,"ball_tree",10,"chebyshev",40,5,"     0.00","    0.00","     0.00",94
6,"ball_tree",10,"chebyshev",40,6,"     0.00","    0.00","     0.00",109
7,"ball_tree",10,"chebyshev",40,7,"     1.00","    0.01","     0.02",97
8,"ball_tree",10,"chebyshev",40,8,"     0.00","    0.00","     0.00",86
9,"ball_tree",10,"chebyshev",40,9,"     0.00","    0.00","     0.00",111
0,"kd_tree",10,"chebyshev",40,0,"     0.00","    0.00","     0.00",97
1,"kd_tree",10,"chebyshev",40,1,"     0.02","    0.01","     0.01",95
2,"kd_tree",10,"chebyshev",40,2,"     0.29","    0.05","     0.09",111
3,"kd_tree",10,"chebyshev",40,3,"     0.12","    0.08","     0.09",103
4,"kd_tree",10,"chebyshev",40,4,"     0.10","    0.89","     0.18",95
5,"kd_tree",10,"chebyshev",40,5,"     0.00","    0.00","     0.00",94
6,"kd_tree",10,"chebyshev",40,6,"     0.00","    0.00","     0.00",109
7,"kd_tree",10,"chebyshev",40,7,"     1.00","    0.01","     0.02",97
8,"kd_tree",10,"chebyshev",40,8,"     0.00","    0.00","     0.00",86
9,"kd_tree",10,"chebyshev",40,9,"     0.00","    0.00","     0.00",111
0,"brute",10,"chebyshev",40,0,"     0.00","    0.00","     0.00",97
1,"brute",10,"chebyshev",40,1,"     0.00","    0.00","     0.00",95
2,"brute",10,"chebyshev",40,2,"     0.00","    0.00","     0.00",111
3,"brute",10,"chebyshev",40,3,"     0.10","    1.00","     0.19",103
4,"brute",10,"chebyshev",40,4,"     0.00","    0.00","     0.00",95
5,"brute",10,"chebyshev",40,5,"     0.00","    0.00","     0.00",94
6,"brute",10,"chebyshev",40,6,"     0.00","    0.00","     0.00",109
7,"brute",10,"chebyshev",40,7,"     0.00","    0.00","     0.00",97
8,"brute",10,"chebyshev",40,8,"     0.00","    0.00","     0.00",86
9,"brute",10,"chebyshev",40,9,"     0.00","    0.00","     0.00",111
0,"auto",20,"chebyshev",40,0,"     0.00","    0.00","     0.00",97
1,"auto",20,"chebyshev",40,1,"     0.00","    0.00","     0.00",95
2,"auto",20,"chebyshev",40,2,"     0.24","    0.05","     0.09",111
3,"auto",20,"chebyshev",40,3,"     0.15","    0.17","     0.16",103
4,"auto",20,"chebyshev",40,4,"     0.09","    0.16","     0.11",95
5,"auto",20,"chebyshev",40,5,"     0.00","    0.00","     0.00",94
6,"auto",20,"chebyshev",40,6,"     0.00","    0.00","     0.00",109
7,"auto",20,"chebyshev",40,7,"     0.50","    0.01","     0.02",97
8,"auto",20,"chebyshev",40,8,"     0.00","    0.00","     0.00",86
9,"auto",20,"chebyshev",40,9,"     0.12","    0.71","     0.20",111
0,"ball_tree",20,"chebyshev",40,0,"     0.00","    0.00","     0.00",97
1,"ball_tree",20,"chebyshev",40,1,"     0.00","    0.00","     0.00",95
2,"ball_tree",20,"chebyshev",40,2,"     0.24","    0.05","     0.09",111
3,"ball_tree",20,"chebyshev",40,3,"     0.15","    0.17","     0.16",103
4,"ball_tree",20,"chebyshev",40,4,"     0.09","    0.16","     0.11",95
5,"ball_tree",20,"chebyshev",40,5,"     0.00","    0.00","     0.00",94
6,"ball_tree",20,"chebyshev",40,6,"     0.00","    0.00","     0.00",109
7,"ball_tree",20,"chebyshev",40,7,"     0.50","    0.01","     0.02",97
8,"ball_tree",20,"chebyshev",40,8,"     0.00","    0.00","     0.00",86
9,"ball_tree",20,"chebyshev",40,9,"     0.12","    0.71","     0.20",111
0,"kd_tree",20,"chebyshev",40,0,"     0.02","    0.01","     0.01",97
1,"kd_tree",20,"chebyshev",40,1,"     0.00","    0.00","     0.00",95
2,"kd_tree",20,"chebyshev",40,2,"     0.00","    0.00","     0.00",111
3,"kd_tree",20,"chebyshev",40,3,"     0.15","    0.17","     0.16",103
4,"kd_tree",20,"chebyshev",40,4,"     0.09","    0.15","     0.11",95
5,"kd_tree",20,"chebyshev",40,5,"     0.00","    0.00","     0.00",94
6,"kd_tree",20,"chebyshev",40,6,"     0.00","    0.00","     0.00",109
7,"kd_tree",20,"chebyshev",40,7,"     0.00","    0.00","     0.00",97
8,"kd_tree",20,"chebyshev",40,8,"     0.00","    0.00","     0.00",86
9,"kd_tree",20,"chebyshev",40,9,"     0.12","    0.71","     0.20",111
0,"brute",20,"chebyshev",40,0,"     0.00","    0.00","     0.00",97
1,"brute",20,"chebyshev",40,1,"     0.00","    0.00","     0.00",95
2,"brute",20,"chebyshev",40,2,"     0.00","    0.00","     0.00",111
3,"brute",20,"chebyshev",40,3,"     0.00","    0.00","     0.00",103
4,"brute",20,"chebyshev",40,4,"     0.00","    0.00","     0.00",95
5,"brute",20,"chebyshev",40,5,"     0.00","    0.00","     0.00",94
6,"brute",20,"chebyshev",40,6,"     0.00","    0.00","     0.00",109
7,"brute",20,"chebyshev",40,7,"     0.00","    0.00","     0.00",97
8,"brute",20,"chebyshev",40,8,"     0.09","    1.00","     0.16",86
9,"brute",20,"chebyshev",40,9,"     0.00","    0.00","     0.00",111
0,"auto",50,"chebyshev",40,0,"     0.00","    0.00","     0.00",97
1,"auto",50,"chebyshev",40,1,"     0.00","    0.00","     0.00",95
2,"auto",50,"chebyshev",40,2,"     0.29","    0.05","     0.09",111
3,"auto",50,"chebyshev",40,3,"     0.16","    0.19","     0.17",103
4,"auto",50,"chebyshev",40,4,"     0.00","    0.00","     0.00",95
5,"auto",50,"chebyshev",40,5,"     0.00","    0.00","     0.00",94
6,"auto",50,"chebyshev",40,6,"     0.00","    0.00","     0.00",109
7,"auto",50,"chebyshev",40,7,"     1.00","    0.01","     0.02",97
8,"auto",50,"chebyshev",40,8,"     0.00","    0.00","     0.00",86
9,"auto",50,"chebyshev",40,9,"     0.13","    0.95","     0.22",111
0,"ball_tree",50,"chebyshev",40,0,"     0.00","    0.00","     0.00",97
1,"ball_tree",50,"chebyshev",40,1,"     0.00","    0.00","     0.00",95
2,"ball_tree",50,"chebyshev",40,2,"     0.29","    0.05","     0.09",111
3,"ball_tree",50,"chebyshev",40,3,"     0.16","    0.19","     0.17",103
4,"ball_tree",50,"chebyshev",40,4,"     0.00","    0.00","     0.00",95
5,"ball_tree",50,"chebyshev",40,5,"     0.00","    0.00","     0.00",94
6,"ball_tree",50,"chebyshev",40,6,"     0.00","    0.00","     0.00",109
7,"ball_tree",50,"chebyshev",40,7,"     1.00","    0.01","     0.02",97
8,"ball_tree",50,"chebyshev",40,8,"     0.00","    0.00","     0.00",86
9,"ball_tree",50,"chebyshev",40,9,"     0.13","    0.95","     0.22",111
0,"kd_tree",50,"chebyshev",40,0,"     0.00","    0.00","     0.00",97
1,"kd_tree",50,"chebyshev",40,1,"     1.00","    0.01","     0.02",95
2,"kd_tree",50,"chebyshev",40,2,"     0.00","    0.00","     0.00",111
3,"kd_tree",50,"chebyshev",40,3,"     0.16","    0.23","     0.19",103
4,"kd_tree",50,"chebyshev",40,4,"     0.00","    0.00","     0.00",95
5,"kd_tree",50,"chebyshev",40,5,"     0.00","    0.00","     0.00",94
6,"kd_tree",50,"chebyshev",40,6,"     0.00","    0.00","     0.00",109
7,"kd_tree",50,"chebyshev",40,7,"     1.00","    0.01","     0.02",97
8,"kd_tree",50,"chebyshev",40,8,"     0.00","    0.00","     0.00",86
9,"kd_tree",50,"chebyshev",40,9,"     0.13","    0.95","     0.22",111
0,"brute",50,"chebyshev",40,0,"     0.00","    0.00","     0.00",97
1,"brute",50,"chebyshev",40,1,"     0.00","    0.00","     0.00",95
2,"brute",50,"chebyshev",40,2,"     0.00","    0.00","     0.00",111
3,"brute",50,"chebyshev",40,3,"     0.00","    0.00","     0.00",103
4,"brute",50,"chebyshev",40,4,"     0.00","    0.00","     0.00",95
5,"brute",50,"chebyshev",40,5,"     0.00","    0.00","     0.00",94
6,"brute",50,"chebyshev",40,6,"     0.00","    0.00","     0.00",109
7,"brute",50,"chebyshev",40,7,"     0.00","    0.00","     0.00",97
8,"brute",50,"chebyshev",40,8,"     0.09","    1.00","     0.16",86
9,"brute",50,"chebyshev",40,9,"     0.00","    0.00","     0.00",111
0,"auto",1,"euclidean",40,0,"     0.95","    0.96","     0.95",97
1,"auto",1,"euclidean",40,1,"     0.79","    0.98","     0.88",95
2,"auto",1,"euclidean",40,2,"     0.99","    0.90","     0.94",111
3,"auto",1,"euclidean",40,3,"     0.89","    0.97","     0.93",103
4,"auto",1,"euclidean",40,4,"     0.95","    0.84","     0.89",95
5,"auto",1,"euclidean",40,5,"     0.93","    0.89","     0.91",94
6,"auto",1,"euclidean",40,6,"     0.95","    0.95","     0.95",109
7,"auto",1,"euclidean",40,7,"     0.86","    0.91","     0.88",97
8,"auto",1,"euclidean",40,8,"     0.97","    0.84","     0.90",86
9,"auto",1,"euclidean",40,9,"     0.92","    0.92","     0.92",111
0,"ball_tree",1,"euclidean",40,0,"     0.95","    0.96","     0.95",97
1,"ball_tree",1,"euclidean",40,1,"     0.79","    0.98","     0.88",95
2,"ball_tree",1,"euclidean",40,2,"     0.99","    0.90","     0.94",111
3,"ball_tree",1,"euclidean",40,3,"     0.89","    0.97","     0.93",103
4,"ball_tree",1,"euclidean",40,4,"     0.95","    0.84","     0.89",95
5,"ball_tree",1,"euclidean",40,5,"     0.93","    0.89","     0.91",94
6,"ball_tree",1,"euclidean",40,6,"     0.95","    0.95","     0.95",109
7,"ball_tree",1,"euclidean",40,7,"     0.86","    0.91","     0.88",97
8,"ball_tree",1,"euclidean",40,8,"     0.97","    0.84","     0.90",86
9,"ball_tree",1,"euclidean",40,9,"     0.92","    0.92","     0.92",111
0,"kd_tree",1,"euclidean",40,0,"     0.95","    0.96","     0.95",97
1,"kd_tree",1,"euclidean",40,1,"     0.79","    0.98","     0.88",95
2,"kd_tree",1,"euclidean",40,2,"     0.99","    0.90","     0.94",111
3,"kd_tree",1,"euclidean",40,3,"     0.89","    0.97","     0.93",103
4,"kd_tree",1,"euclidean",40,4,"     0.95","    0.84","     0.89",95
5,"kd_tree",1,"euclidean",40,5,"     0.93","    0.89","     0.91",94
6,"kd_tree",1,"euclidean",40,6,"     0.95","    0.95","     0.95",109
7,"kd_tree",1,"euclidean",40,7,"     0.86","    0.91","     0.88",97
8,"kd_tree",1,"euclidean",40,8,"     0.97","    0.84","     0.90",86
9,"kd_tree",1,"euclidean",40,9,"     0.92","    0.92","     0.92",111
0,"brute",1,"euclidean",40,0,"     0.95","    0.96","     0.95",97
1,"brute",1,"euclidean",40,1,"     0.79","    0.98","     0.88",95
2,"brute",1,"euclidean",40,2,"     0.99","    0.90","     0.94",111
3,"brute",1,"euclidean",40,3,"     0.89","    0.97","     0.93",103
4,"brute",1,"euclidean",40,4,"     0.95","    0.84","     0.89",95
5,"brute",1,"euclidean",40,5,"     0.93","    0.89","     0.91",94
6,"brute",1,"euclidean",40,6,"     0.95","    0.95","     0.95",109
